GEOID,mean_norm_ppt_01,mean_norm_ppt_02,mean_norm_ppt_03,mean_norm_ppt_04,mean_norm_ppt_05,mean_norm_ppt_06,mean_norm_ppt_07,mean_norm_ppt_08,mean_norm_ppt_09,mean_norm_ppt_10,mean_norm_ppt_11,mean_norm_ppt_12,mean_norm_ppt_annual,mean_norm_solclear_01,mean_norm_solclear_02,mean_norm_solclear_03,mean_norm_solclear_04,mean_norm_solclear_05,mean_norm_solclear_06,mean_norm_solclear_07,mean_norm_solclear_08,mean_norm_solclear_09,mean_norm_solclear_10,mean_norm_solclear_11,mean_norm_solclear_12,mean_norm_solclear_annual,mean_norm_soltotal_01,mean_norm_soltotal_02,mean_norm_soltotal_03,mean_norm_soltotal_04,mean_norm_soltotal_05,mean_norm_soltotal_06,mean_norm_soltotal_07,mean_norm_soltotal_08,mean_norm_soltotal_09,mean_norm_soltotal_10,mean_norm_soltotal_11,mean_norm_soltotal_12,mean_norm_soltotal_annual,mean_norm_soltrans_01,mean_norm_soltrans_02,mean_norm_soltrans_03,mean_norm_soltrans_04,mean_norm_soltrans_05,mean_norm_soltrans_06,mean_norm_soltrans_07,mean_norm_soltrans_08,mean_norm_soltrans_09,mean_norm_soltrans_10,mean_norm_soltrans_11,mean_norm_soltrans_12,mean_norm_soltrans_annual,mean_norm_tdmean_01,mean_norm_tdmean_02,mean_norm_tdmean_03,mean_norm_tdmean_04,mean_norm_tdmean_05,mean_norm_tdmean_06,mean_norm_tdmean_07,mean_norm_tdmean_08,mean_norm_tdmean_09,mean_norm_tdmean_10,mean_norm_tdmean_11,mean_norm_tdmean_12,mean_norm_tdmean_annual,mean_norm_tmax_01,mean_norm_tmax_02,mean_norm_tmax_03,mean_norm_tmax_04,mean_norm_tmax_05,mean_norm_tmax_06,mean_norm_tmax_07,mean_norm_tmax_08,mean_norm_tmax_09,mean_norm_tmax_10,mean_norm_tmax_11,mean_norm_tmax_12,mean_norm_tmax_annual,mean_norm_tmean_01,mean_norm_tmean_02,mean_norm_tmean_03,mean_norm_tmean_04,mean_norm_tmean_05,mean_norm_tmean_06,mean_norm_tmean_07,mean_norm_tmean_08,mean_norm_tmean_09,mean_norm_tmean_10,mean_norm_tmean_11,mean_norm_tmean_12,mean_norm_tmean_annual,mean_norm_tmin_01,mean_norm_tmin_02,mean_norm_tmin_03,mean_norm_tmin_04,mean_norm_tmin_05,mean_norm_tmin_06,mean_norm_tmin_07,mean_norm_tmin_08,mean_norm_tmin_09,mean_norm_tmin_10,mean_norm_tmin_11,mean_norm_tmin_12,mean_norm_tmin_annual,mean_norm_vpdmax_01,mean_norm_vpdmax_02,mean_norm_vpdmax_03,mean_norm_vpdmax_04,mean_norm_vpdmax_05,mean_norm_vpdmax_06,mean_norm_vpdmax_07,mean_norm_vpdmax_08,mean_norm_vpdmax_09,mean_norm_vpdmax_10,mean_norm_vpdmax_11,mean_norm_vpdmax_12,mean_norm_vpdmax_annual,mean_norm_vpdmin_01,mean_norm_vpdmin_02,mean_norm_vpdmin_03,mean_norm_vpdmin_04,mean_norm_vpdmin_05,mean_norm_vpdmin_06,mean_norm_vpdmin_07,mean_norm_vpdmin_08,mean_norm_vpdmin_09,mean_norm_vpdmin_10,mean_norm_vpdmin_11,mean_norm_vpdmin_12,mean_norm_vpdmin_annual,osc_mtu_per_ha
13299,101.9406144,90.50029778,104.3836681,83.79972088,74.89799931,162.8175497,150.7259713,164.5534064,123.0455163,83.32750335,55.57174162,81.57382249,1277.139303,14.77554926,18.56298948,23.15661411,27.09025046,29.13857988,29.60871175,28.89793112,26.88496437,23.65026916,19.55953049,15.52553214,13.46848339,22.52657694,9.746943178,12.09611519,16.51542677,20.24116385,22.98458695,21.99248,21.63088083,19.50437309,16.58072359,14.11292832,11.38180125,8.866647018,16.30445928,0.659663548,0.651593783,0.713158121,0.747130989,0.788756569,0.742724015,0.748483701,0.725424014,0.701035642,0.721493004,0.733069749,0.658293009,0.715845721,5.601791341,7.086977349,9.299526902,12.81695318,16.81691517,21.04767155,22.5655809,22.55772741,20.563798,15.78286629,10.49577489,7.735605214,14.36426325,17.45696078,19.43139953,23.00234202,26.50440484,30.28052092,32.55136425,33.69666432,33.19562702,31.06304113,26.88558837,22.33847308,18.63195845,26.25325277,10.64444081,12.45457958,15.72216707,19.33411505,23.39663276,26.54549386,27.81841093,27.51213193,25.32028776,20.3935956,15.23202833,11.94694078,19.69317075,3.832049523,5.477877388,8.442119184,12.1639563,16.51288569,20.53974675,21.94028777,21.8287515,19.57767241,13.90175159,8.125712971,5.262056462,13.13418494,10.40676178,12.59655629,17.14941658,20.83550257,25.61619314,25.88340863,26.51352884,24.87847761,21.87145232,17.55269734,13.76965934,10.37555862,18.95402351,0.389128672,0.413954253,0.492730997,0.484405414,0.565093009,0.527852702,0.513685256,0.50549456,0.51558681,0.350058905,0.326807744,0.272936428,0.446664329,4.341817727
13301,107.2466101,103.4409714,115.5964073,82.78154252,78.68158164,109.3075351,109.7977295,119.1481608,99.5856152,73.15406018,81.82595211,108.5783736,1189.146076,13.79768502,17.71758731,22.56136276,26.88682612,29.28638942,29.92675535,28.99782837,26.68828215,23.24285554,18.833946,14.61059238,12.47287045,22.08520201,9.128904645,11.42910455,15.57355329,19.75167265,22.12630421,22.20528491,21.58685559,19.37769215,16.46481179,13.4922728,10.29088269,7.991033938,15.78482395,0.661592664,0.645036571,0.690229247,0.73458047,0.755465838,0.741936572,0.744382906,0.726026813,0.708348767,0.716334125,0.704312176,0.640643883,0.70567803,1.573621913,2.801490179,5.553516923,9.857916855,14.98234346,19.26885075,21.10359206,20.90259226,18.1460629,12.60370941,6.674094968,3.506631619,11.41413379,13.42088746,15.41966306,19.69245315,24.00967989,27.9805603,31.33553091,33.01792861,32.18098445,29.4591626,24.41785789,18.90623358,14.65173868,23.70656753,7.199431512,8.826129053,12.60517774,16.93108475,21.40222131,25.31334565,27.09461394,26.40645785,23.4343385,17.75357763,11.98100939,8.408158349,17.27974817,0.978112173,2.232734093,5.51801692,9.852607099,14.82402646,19.29129466,21.1714264,20.63205072,17.40965555,11.08944611,5.055899888,2.164734084,10.85146074,8.229163193,10.13889973,14.37314355,18.48340704,21.8729483,25.01190911,26.85176277,24.64177741,21.29815548,16.2209532,11.9300265,8.488511993,17.29413372,0.489656087,0.516697549,0.694492664,0.768821929,0.893838999,0.982546318,0.968558515,0.666999984,0.594143886,0.40734389,0.395007309,0.388948771,0.647073148,1.252144318
13303,109.185094,107.0332774,112.5389102,86.90265003,78.63641727,114.7273412,113.5434452,126.5347537,100.1288054,71.29850415,76.74431634,110.7029494,1207.977987,13.97733161,17.8664376,22.6625716,26.92885507,29.26934769,29.87140445,28.95547352,26.7010767,23.31428605,18.96793656,14.78260276,12.64776871,22.1620531,9.133397722,11.54126471,15.62524913,19.74712625,22.14037366,21.81203966,21.54030564,19.23444388,16.49093982,13.54532647,10.44896058,8.075537967,15.77786761,0.653406171,0.645934006,0.689434002,0.733265962,0.756385547,0.730152558,0.743866993,0.720318541,0.707291733,0.714075238,0.7068072,0.638466991,0.703227817,2.330700973,3.609498887,6.366190547,10.3305451,15.28811813,19.62518509,21.44202221,21.36736744,18.64529238,13.10710071,7.267986416,4.27732667,11.97154095,14.3919017,16.42497163,20.58283867,24.70974055,28.65268379,31.75181774,33.52384646,32.52875924,29.91457853,25.04430657,19.74586349,15.53727073,24.40102196,7.956965771,9.660806961,13.39049144,17.4611407,21.951284,25.72248278,27.51697762,26.8011952,23.92278817,18.34830062,12.66222852,9.158696676,17.87968398,1.522157692,2.896754575,6.198287458,10.212673,15.25002847,19.69328605,21.51022834,21.07375823,17.93112743,11.65242956,5.578723563,2.780266944,11.35864926,8.823671931,10.84447708,15.16859138,19.39391398,23.17375716,25.59242109,27.77389823,24.91433761,21.72810773,16.90947171,12.60049761,9.002723487,17.99338596,0.468130915,0.488354626,0.640241222,0.694879365,0.912022657,0.996405132,0.975295853,0.646364934,0.578408233,0.441014423,0.39294432,0.371593805,0.633497921,2.503082665
13305,97.60335383,88.43400118,100.3920961,80.25850811,80.81271811,158.345156,140.4658511,166.3835169,115.7487902,88.96267865,57.44975953,85.28365491,1260.141575,14.54063258,18.37293047,23.01159939,27.03660235,29.1868281,29.68810758,28.90013132,26.82323645,23.53974979,19.36859223,15.31231919,13.24060588,22.41839851,9.682063693,11.99002857,16.3800636,20.26273242,22.83999738,22.33289015,21.81961478,19.08151397,16.36892532,13.95823367,11.24563582,8.614663704,16.21465534,0.665837096,0.652554623,0.711777301,0.749411321,0.782498952,0.752201013,0.754955653,0.711340191,0.695332971,0.720625753,0.734380392,0.650587611,0.715069055,5.156098843,6.601515313,8.851809049,12.2449285,16.46724703,20.79193965,22.37915719,22.49255924,20.47821601,15.39706035,10.0588513,7.233760632,14.01257697,16.99262324,18.9768613,22.52923444,26.19892303,29.91047037,32.29947442,33.74161058,32.98424967,30.6687756,26.61344164,21.91484581,18.15399746,25.91514867,10.30422033,12.03885739,15.32771815,18.96996453,23.10614077,26.41118175,27.8871726,27.43526638,25.15032823,20.17566651,14.87985948,11.5876554,19.43936954,3.615950417,5.100982312,8.12632868,11.74114201,16.30194385,20.52302207,22.03286432,21.88640152,19.63202321,13.73803054,7.845002892,5.021433899,12.96339035,10.11123476,12.42205329,16.72049037,20.58056021,25.09618704,25.42088485,27.0121354,24.31757154,20.85697772,17.37613363,13.51883264,10.0651214,18.62463051,0.432836072,0.428757722,0.53646906,0.544538128,0.659476273,0.664672147,0.661666995,0.51509277,0.562263904,0.386246382,0.351806177,0.327091744,0.506699988,2.819549954
13307,117.2566937,115.5452982,124.5577872,107.7836083,78.83442388,109.8015652,138.7100198,112.2374197,100.2196198,71.06916319,89.4332943,132.1686303,1297.619071,14.44305331,18.24025658,22.95616743,27.09807076,29.36644568,29.9505635,29.05198492,26.83862802,23.5483923,19.36198541,15.20129241,13.07998892,22.42802436,9.359367541,11.69620688,16.07239968,19.92464604,22.65969576,21.62407425,21.24678877,19.18028164,16.69356026,13.97786382,10.74824262,8.327628374,15.95919251,0.647985697,0.641203555,0.700096413,0.735235695,0.771578557,0.721946408,0.731303551,0.714610696,0.708867837,0.721882124,0.707024979,0.636628553,0.703142839,3.394242781,4.840464149,7.32140335,10.97488546,15.48559965,19.64640284,21.4301922,21.31214591,18.6922711,13.33493532,7.998792648,5.246696353,12.47320328,14.79155316,16.93496411,20.99348525,24.73428168,28.93007428,31.62657772,32.7811955,32.28355285,29.97211361,25.4942458,20.16481386,16.03280663,24.56177432,8.592528445,10.42468548,14.02824977,17.82959958,22.43981341,25.78033863,27.14211008,26.70824916,24.17887442,18.92094592,13.36453543,9.89898542,18.27642448,2.393646359,3.914514167,7.063135522,10.9250569,15.94969593,19.93421745,21.50312805,21.13306011,18.38576726,12.34779256,6.564399907,3.765292772,11.98999258,8.579667704,10.56598902,14.97714962,18.76841041,23.54275302,25.22348506,25.37730639,24.17198869,21.97703518,17.59196029,12.60530329,8.831803424,17.68356371,0.509939275,0.532728561,0.713628556,0.788424977,1.155321406,1.072232127,0.94217141,0.847546409,0.897935691,0.681528551,0.548464275,0.434939277,0.760357131,0.762208581
13309,102.4853344,100.2284757,110.4137979,85.03624639,71.70996718,123.5910567,116.7523368,140.2212237,99.03838678,70.06019471,70.0861102,99.67268233,1189.297305,14.32197014,18.16645189,22.88037226,27.01702885,29.26153556,29.79867185,28.93422643,26.77238339,23.46962673,19.23917675,15.11839505,12.99639964,22.33130407,9.533620227,11.81951789,16.04953603,19.86405182,22.33086057,21.6534084,21.54926066,19.21680164,16.39983355,13.75247244,10.9009407,8.348322565,15.95150883,0.665629526,0.650581801,0.70141589,0.735202253,0.763097705,0.726604527,0.744722712,0.717745438,0.698734075,0.714774978,0.720995433,0.642327256,0.706768162,3.902756713,5.408047589,7.74174752,11.40792472,15.86807916,20.18222449,21.96705849,21.92780408,19.44550861,14.01242009,8.57025205,5.820974881,13.02090647,15.66747009,17.74271553,21.53192017,25.49527199,29.51689252,32.22569015,33.60770373,32.86981947,30.4867311,26.07174934,20.92378603,16.94634065,25.25772437,9.132320209,10.95569743,14.39056557,18.33867927,22.73213573,26.2149379,27.75348772,27.20423802,24.62278357,19.26261776,13.78539055,10.36585886,18.72976537,2.597327222,4.168786276,7.249338486,11.18222703,15.94753146,20.2043063,21.89940847,21.53879031,18.75896983,12.45363155,6.647133925,3.785504433,12.20181331,9.366111235,11.53658156,15.7784087,20.12645401,24.98154497,26.54241748,27.41649246,25.27928114,22.23897435,17.98843132,13.25881561,9.612847458,18.67726547,0.423565898,0.428363623,0.560961349,0.606068165,0.750386346,0.763970436,0.781479524,0.57360453,0.586040894,0.372154535,0.364895445,0.316374992,0.544527257,1.112457849
13311,156.4166842,145.288867,154.3001604,136.3670421,127.3005569,143.2625852,140.7075002,161.2021627,128.5523696,132.0861948,137.135586,164.9240885,1727.545227,13.45434967,17.4537369,22.47496194,26.97958678,29.60481817,30.37213051,29.41117138,26.91488683,23.24698377,18.6523841,14.25161538,12.09508407,22.07593995,8.539052993,10.62674341,14.610434,18.89471823,21.15193701,21.73554015,21.06333381,19.34666502,16.26517776,13.01973724,9.946490318,7.446318522,15.2204777,0.634649983,0.608828111,0.650046861,0.700318733,0.71447498,0.715653107,0.716209356,0.718821859,0.699656226,0.697996862,0.697890602,0.615643736,0.680799983,-1.374503098,-0.396471865,2.499396812,6.601096734,12.85729659,17.43149006,19.44982773,18.95408696,16.03621823,9.740587175,3.387931168,0.460037493,8.804056123,9.544105962,11.57054967,15.66071522,20.6152339,24.16064942,27.72562414,29.38978064,28.83703989,26.0165149,21.00605583,15.56448081,11.02573088,20.09311491,4.002821833,5.677096739,9.330024764,13.8893621,18.04750896,22.05003697,23.83696502,23.3503775,20.35307127,14.67854968,9.189409167,5.541090503,14.16187453,-1.538256207,-0.216137493,2.99946554,7.16361542,11.93449038,16.37457454,18.28430259,17.863837,14.6897496,8.351177946,2.814484306,0.056618749,8.231552869,6.208596751,7.815015435,10.88336837,14.96427768,15.60105589,17.69987443,18.85455573,18.26146218,15.72542763,12.80333093,9.904899761,6.663871735,12.94843096,0.517596867,0.645781234,0.816468738,1.00836248,0.629028105,0.63439998,0.565193735,0.592053111,0.563224986,0.553174987,0.647718737,0.536353111,0.642168731,3.350532456
13313,125.4671612,123.1079835,138.5251632,117.6638394,109.4129808,115.958401,120.6141196,99.77320062,114.2969249,87.76912503,110.5856589,141.435864,1404.612004,13.24450456,17.20964362,22.21350181,26.71443334,29.34129915,30.12394817,29.1747043,26.64546999,22.9796163,18.41468727,14.01153132,11.86738987,21.82835323,8.067785158,10.08720949,14.13354101,18.93851908,21.28503367,21.88270183,21.14525795,19.72753367,16.31543127,13.09609711,9.637972902,6.944219333,15.10505818,0.609102425,0.586095111,0.636217053,0.708880471,0.725392663,0.726392669,0.724743884,0.740336565,0.709965834,0.711148761,0.687826812,0.585129252,0.679212178,-0.466880475,0.934143883,4.026592574,8.365248564,14.21527765,18.5031923,20.41153112,19.89074344,16.80935083,10.75110212,4.491614493,1.785746307,9.976585016,9.975090027,12.30913872,16.96655808,22.09731651,26.12264805,29.78630899,31.59693825,31.231287,28.45545541,22.70948247,16.40095083,11.48844354,21.59437756,4.503065749,6.49884617,10.60717048,15.48459467,20.02530931,24.14640678,25.9822945,25.49662609,22.42996276,16.11314601,10.07567045,6.231431542,15.63292638,-0.968753632,0.68867803,4.247914518,8.872011883,13.92810691,18.50663613,20.36779199,19.76209217,16.40459712,9.516936395,3.7505121,0.974536561,9.671209475,6.064602247,7.823263215,11.56865346,16.14115578,18.15414331,21.49350915,23.53574585,23.43165295,20.5737896,14.84481432,10.12496802,6.234531554,14.99878004,0.471134136,0.552329252,0.786039001,1.052899971,0.916792654,1.04106583,0.976709729,0.945758513,0.925014609,0.628651199,0.668151202,0.473117064,0.786826811,1.788282483
13315,114.066588,105.221182,117.8672882,94.32149057,75.203642,118.2074232,119.979143,119.2845468,102.6081253,69.35014538,76.50253805,108.0487116,1220.662454,14.42608398,18.24654852,22.96122502,27.09169926,29.33573252,29.88115026,29.00624432,26.83141693,23.54196021,19.34190331,15.20722511,13.07994867,22.41255439,9.608078153,11.86748394,16.20213297,19.96251723,22.47148944,21.59381511,21.45275041,19.18437988,16.4772211,13.88441138,10.96368986,8.435115459,16.00855057,0.665972531,0.650356844,0.705582334,0.736796057,0.765964686,0.722607821,0.739543118,0.714950967,0.699872531,0.717792137,0.720905871,0.644858804,0.707045076,4.035984189,5.429984168,7.874042922,11.40265848,15.84125049,20.15698179,21.92388176,21.86681317,19.27617387,13.72833102,8.423180225,5.716486117,12.97313096,15.27673488,17.38248791,21.32527393,25.32248568,29.41377969,32.08915217,33.38797154,32.8132503,30.4766796,25.95135808,20.70293681,16.57506228,25.05921113,9.1350409,10.90329183,14.46808005,18.40587399,22.90093269,26.31307778,27.69177964,27.19482478,24.59076414,19.22415056,13.7415899,10.26558603,18.7360679,2.993490126,4.424207715,7.611023314,11.48940161,16.38824665,20.53712101,21.99573872,21.57650918,18.70499155,12.49708396,6.780378295,3.956225395,12.41371533,8.836760502,10.92131942,15.25611928,19.76153093,24.67942279,25.94819544,26.77320331,25.02852096,22.48805042,18.0733407,13.11026826,9.249042941,18.34351895,0.472886262,0.494280381,0.666866647,0.741598025,1.041229381,1.024135264,0.893735271,0.632650968,0.631250965,0.481994104,0.43147646,0.366603913,0.655876457,2.753939339
13317,105.3213196,104.1882125,115.2201079,83.37670147,79.62204366,108.3621273,102.2708738,110.1614617,95.29549065,74.90242469,87.61284317,110.3642924,1176.699447,13.63813732,17.57436628,22.45932977,26.8264313,29.27628771,29.95222689,29.01180218,26.65501089,23.16090963,18.70511544,14.44769671,12.30976056,22.00138067,9.003770814,11.28860406,15.3907475,19.79384008,21.90019234,22.08272409,21.23621968,19.36068504,16.40826051,13.29205767,10.27251278,7.918904146,15.66233581,0.660155058,0.642291289,0.68522897,0.737807229,0.748010126,0.737224618,0.731949258,0.726301431,0.708407229,0.710562301,0.710985493,0.643275342,0.7034652,0.788301429,1.975814451,4.797127413,9.313273665,14.66529966,18.94450536,20.80985172,20.54908354,17.74905888,12.02887358,5.989870873,2.815221666,10.86883024,12.80159241,14.87925756,19.16727337,23.73026024,27.62591522,31.1138035,32.81362976,32.04616168,29.26635571,24.1081182,18.39234728,13.98390107,23.32738196,6.562467962,8.239372295,12.0255939,16.55680095,20.98700814,25.02992976,26.85472823,26.20124148,23.14770823,17.29363867,11.40816062,7.801214329,16.84215747,0.323489847,1.599631849,4.884040452,9.383485269,14.34824171,18.94619944,20.89595457,20.3564517,17.02920253,10.47929392,4.424095548,1.61866663,10.35796348,8.019886756,9.970334551,14.18004317,18.43329231,21.46980236,25.03011972,26.88673404,24.89188056,21.50781828,16.17208518,11.7356229,8.165083892,17.20521402,0.502647814,0.559398535,0.742272446,0.83019563,0.833943458,1.00978983,0.972718812,0.7230594,0.592004332,0.386813033,0.404179701,0.40546231,0.663326068,1.75637846
13319,108.6949888,106.4532134,113.4129433,89.58718606,76.44770778,110.3693038,114.5838902,120.2197369,97.60989796,69.45955912,77.79481206,111.2371751,1195.871987,14.05714805,17.9228722,22.70042815,26.93969929,29.26059321,29.84995241,28.93980078,26.70193253,23.33932825,19.02277371,14.84676628,12.71498761,22.191316,9.077931534,11.46578455,15.5489754,19.70771914,22.08847216,21.54455107,21.53138129,19.31451321,16.4151088,13.75273755,10.61457848,8.110005856,15.76426772,0.645740892,0.639677254,0.684922712,0.731503013,0.754842408,0.721721195,0.74395301,0.723287861,0.703287862,0.722928767,0.714909071,0.637801499,0.701993918,2.17668026,3.683124159,6.314298341,10.42669517,15.33322227,19.64663884,21.48044494,21.48664191,18.6881511,13.04175123,7.113093781,4.311024138,11.97484209,14.59824052,16.68127242,20.80919338,25.04086136,29.0303341,31.98638399,33.6657038,32.8371022,30.20110379,25.47887658,20.04542683,15.82680722,24.68363103,7.953198281,9.797046734,13.4251194,17.63908594,22.1098449,25.81967516,27.59308867,27.02725243,24.09714025,18.51674195,12.70553603,9.300658905,17.9984782,1.308304509,2.912943883,6.041168025,10.23745281,15.18950873,19.65311007,21.52061159,21.2175282,17.99330865,11.55476481,5.365768035,2.77465143,11.31378305,9.140080076,11.21073302,15.69092389,20.04921763,24.12762815,26.35710696,28.30611749,25.92439932,22.52065546,17.88742672,13.20343298,9.344272483,18.64711001,0.451971202,0.47983029,0.579980288,0.612110593,0.772283312,0.837630283,0.869315132,0.62871665,0.55618635,0.392810596,0.365218173,0.359468173,0.575140899,2.147160568
13321,116.5680963,109.3693383,123.1525203,97.04166374,73.48732816,128.5765248,132.947217,125.0026783,102.7571979,70.87515935,76.4917139,110.0978665,1266.368838,14.63107171,18.41705527,23.08643351,27.16348781,29.36692839,29.90025747,29.04440682,26.90367148,23.64882109,19.5147666,15.39720721,13.28037688,22.52949939,9.734608638,12.11525919,16.51001242,20.52258929,22.97471211,21.7924057,21.43935259,19.52185399,16.82337302,14.32263511,11.22913262,8.666964314,16.30436412,0.665294918,0.657769605,0.715093653,0.755469598,0.78229112,0.728788584,0.738113903,0.725570868,0.711346813,0.733878462,0.729234158,0.65256707,0.716231627,4.722149263,6.26326564,8.716680792,12.18666677,16.32995907,20.5526159,22.19581083,22.22043752,19.83415019,14.55325025,9.32132127,6.627658065,13.62670853,15.46339076,17.57858189,21.4129475,25.23138674,29.29516505,31.80882961,32.96750805,32.45880175,30.37425992,26.0259955,20.78579569,16.75461977,25.01302719,9.500006205,11.40246298,14.93657431,18.79815263,23.20652607,26.38821706,27.62443219,27.23678659,24.90074373,19.78998179,14.26642493,10.84516297,19.0748045,3.536756881,5.226474557,8.460330178,12.36505916,17.11801862,20.96774876,22.28148926,22.01490079,19.42738185,13.55410601,7.747183347,4.93583279,13.13645281,8.627297305,10.53457947,14.62612489,18.75079445,23.57642845,24.40839053,24.65072719,23.02804252,21.2367932,17.41418698,12.55100605,8.816423851,17.35188931,0.472231634,0.501955686,0.695092384,0.835384791,1.21904174,1.076710099,0.949099979,0.752069602,0.776310108,0.581629101,0.476227835,0.403063281,0.727716437,2.554364257
17001,46.7368488,48.97584633,64.7480877,102.7779528,126.8952882,120.0135207,100.7273153,95.57805332,88.38176192,79.45616184,66.61601525,50.54430082,991.4526704,10.81709677,15.08375787,20.55312483,25.75044932,29.21937464,30.3501104,29.30753509,26.13094336,21.61281586,16.28588832,11.5485855,9.391869139,20.50425693,6.334714761,9.051292291,12.61176316,16.51269368,19.23822117,21.74658976,22.05254202,19.19023978,15.89945031,10.88798554,7.384635637,5.264927476,13.84787498,0.58559849,0.600045507,0.613581328,0.641220879,0.658363417,0.71648058,0.752410427,0.734344758,0.735611175,0.668515653,0.639422372,0.560553717,0.658791772,-6.64962148,-4.950731206,-0.404911931,4.549878967,11.24558773,16.68743906,19.08841825,18.27990996,13.65215265,6.803520744,0.692704459,-3.848130498,6.261631923,1.424350715,4.20176855,10.6848714,17.51796816,23.02664119,28.08711042,30.11725666,29.3626074,25.78437993,18.94142495,11.00834973,4.149851397,17.02514281,-3.205423798,-0.786432071,5.143117766,11.56084745,17.45295404,22.63913898,24.58266281,23.61828663,19.47491451,12.85180043,5.783120013,-0.308332082,11.56693027,-7.835401307,-5.774831964,-0.398415663,5.603858083,11.87940566,17.19128765,19.04819718,17.87409882,13.16559371,6.76230432,0.558011927,-4.766672277,6.109022226,2.841793953,4.035563337,7.325710254,11.94453104,14.95084592,19.27643012,20.78171433,19.95902187,17.97699947,12.4147467,6.818756573,3.392917078,11.80976756,0.402664169,0.48791939,0.761367889,1.433150708,1.598688017,1.965545474,1.850613392,1.391161904,1.250158177,1.12609475,0.788705203,0.457973124,1.125892511,0.431091488
17003,94.25878398,92.49196443,119.2304217,134.3162133,136.5733806,109.7083718,102.0773886,75.32807069,84.15438661,96.96429788,111.1216336,101.8647118,1258.091117,12.06989009,16.16161383,21.32636615,26.13789463,29.19065861,30.16439683,29.16435396,26.35212317,22.27933984,17.37387566,12.81645918,10.68716172,21.14364224,6.942616508,9.171735446,13.01015679,17.4809638,19.67842093,21.85038526,21.13144003,19.34485199,16.17496631,12.06290922,8.236430804,5.799780789,14.24034484,0.575169033,0.567471409,0.610009506,0.668749982,0.674088076,0.72434284,0.724521411,0.734045217,0.725964265,0.694273795,0.642619028,0.542654747,0.656940464,-2.608395173,-1.148590446,2.644104708,7.77323791,13.98419251,18.54827817,20.82044701,19.94243054,15.85643051,9.149530683,3.184116602,-0.390726178,8.97951637,6.009106999,8.837571144,14.29332586,20.54746392,25.49350884,30.07586107,31.66725626,31.11142794,27.82248742,21.80416375,14.07241862,7.99288786,19.97783752,1.324354737,3.626011803,8.599516505,14.48494484,19.84085664,24.46603271,26.20897788,25.27451365,21.42963764,15.12162097,8.475149722,3.383359421,14.35285675,-3.360173748,-1.58530711,2.905840397,8.422549793,14.18834241,18.85632342,20.75083764,19.43771835,15.03693778,8.439221223,2.878028501,-1.225949979,8.72903783,3.92844753,5.673202231,9.118966398,13.61794735,16.80141858,21.95528044,22.37997546,21.93637562,19.56497106,14.97015438,8.308499768,4.456604662,13.55880914,0.457047606,0.618580936,0.943019021,1.375445207,1.288911868,1.509914251,1.32532616,1.042361881,0.864269031,0.833419021,0.79694998,0.503064271,0.962857119,1.756038449
17005,71.00435005,60.51188854,83.11343798,122.1979449,126.6170839,115.1253199,103.2470689,87.34973106,82.55499009,82.29639331,91.09843044,69.04145283,1094.159629,11.32886247,15.50343691,20.8668843,25.92006373,29.20941285,30.29483136,29.26519762,26.2348992,21.88424505,16.72957588,12.04086241,9.890592979,20.76403346,6.62066766,9.014384512,12.56639972,17.24623858,19.69993346,22.04833664,21.70084016,19.50528588,16.21262502,11.34319805,7.736882856,5.388972759,14.09026739,0.584376259,0.581413545,0.602184725,0.665328799,0.674398289,0.727749131,0.741476253,0.743445742,0.740789814,0.677989813,0.642511848,0.544838971,0.660493205,-4.841493097,-3.258694835,1.033376236,6.137025275,12.53828779,17.30189954,19.65923342,18.83321297,14.38345381,7.717942165,1.952562659,-2.234769429,7.434576099,3.036103309,5.978782904,11.84216745,18.57910134,24.00226722,28.94093662,30.63540258,30.06350084,26.72097374,20.11304539,12.05671335,5.617028673,18.13219445,-1.443693189,1.017994889,6.420538854,12.68166579,18.43039791,23.36728248,25.11425025,24.19530277,20.24277577,13.69004044,6.805577763,1.212428777,12.64456579,-5.923671019,-3.9425677,0.999033867,6.784352359,12.85866741,17.79376741,19.59323356,18.32723508,13.76471995,7.267160844,1.554576231,-3.191955861,7.156779491,3.024657557,4.504194809,7.622684527,12.00433193,15.43178773,20.76139935,21.47349771,21.24612996,19.48272146,13.60867253,7.029274367,3.635715169,12.48524713,0.412696599,0.521350835,0.788447438,1.238996583,1.258730474,1.571401651,1.490528773,1.112050816,0.918696589,0.826405064,0.694622018,0.43430338,0.939322007,0.634975014
